,quote_tweet_id,quote_tweet_text,name,time,location,followers,following,hashtags
14,1612140456057372673,Absolutely agree!!! https://t.co/MUioZfGJgW,L M Krier,2023-01-08 17:37:26,Central France,2900,2258,[]
15,1612139071077220355,Some cultures ARE better than others... https://t.co/t2hIl0rphw https://t.co/PcWg9bEGAg,The Murphie,2023-01-08 17:53:58,,165,394,[]
16,1612138892316098561,"Aho
Lets promote situationship....
Ajeeb😑 https://t.co/4VsUzBwvkO",B.Rabbit,2023-01-08 19:24:46,,21,24,[]
17,1612138805426884610,"RT @AmbaPikin: The reality in #SouthernCameroons

@CNNAfrica @BBCAfrica @africanews  @VOAAfrica @AP_Africa @AfricaMediaHub @irinnews @usnew…",Aisha Anne🇺🇦,2023-01-08 20:47:35,"Ambas Bay, Southern Cameroons ",3053,135,['SouthernCameroons']
18,1612138805426884610,"The reality in #SouthernCameroons

@CNNAfrica @BBCAfrica @africanews  @VOAAfrica @AP_Africa @AfricaMediaHub… https://t.co/ibYrF9qXG3",Aisha Anne🇺🇦,2023-01-08 20:46:01,"Ambas Bay, Southern Cameroons ",3053,135,['SouthernCameroons']
19,1612138335815843841,"All I would add is that DeSantis is motivated by imaginary enemies, or at least enemies of his own making. https://t.co/hc1zR00DQe",Sean Brodrick,2023-01-08 17:33:12,"West Palm Beach, FL",5238,1900,[]
20,1612138335815843841,DeSantis は、成功したトランプ後の共和党政治がどのように見えるかを垣間見せます。いまだに戦闘的で二極化しており、いまだに不満に悩まされていますが、トランプ中心ではなく、MAGA ベースを超えて共鳴する問題や敵によってより活… https://t.co/BXoNj1erdc,Skynet News by Cameron💕No DM💕parody account,2023-01-08 17:30:59,Skynet in cloud ／ 港区霞が関,1155,551,[]
21,1612137011501989893,"@Harvard #WhiteSupremacy 

""Withholding Roth’s participation in a human rights program due to his own staunch criti… https://t.co/NkylJipato",A Human Being 😷,2023-01-08 17:53:38,"Toronto, ON",402,873,['WhiteSupremacy']
22,1612136929964818433,"Lehrer die wegen ChatGPT aufschreien, sollten sich Gedanken machen:
""ChatGPT levels the playing field, giving stude… https://t.co/kv7aZYSiGx",@yoean@infosec.exchange,2023-01-08 17:44:26,earth,31,243,[]
23,1612136929964818433,"""I understand why we might want to give competency exams to paramedics and cab drivers before entrusting them with… https://t.co/Ejjdjl4dMP",peter,2023-01-08 17:43:28,,1140,347,[]
24,1612136927506857985,They should invite Japanese and Taliban women in the frey. https://t.co/61iGxcOl3L,Gerald Derome,2023-01-08 18:38:48,Ottawa Ontario Canada,126,199,[]
25,1612136806132350976,Good thing Todd’s here and doesn’t give a fuck about the old regime and their outdated ways 🙏 https://t.co/VMOrI4iuEf,Brian,2023-01-08 17:19:45,,158,618,[]
26,1612136779406102533,"it's so weird like, she's a genuiely nice girl who's known to be a fan of queer culture and ally since the very beg… https://t.co/2m4urINrbv",MIŁ♡SZ,2023-01-08 20:00:16,kwangya/sseraville/loonaisland,331,636,[]
27,1612136380162887680,"Lol you read it. 😂🤣🤣. 

I guess the “mark of artists” on twitter is that they’re assholes who not only are dumb but… https://t.co/1P9PQNVzOe",broganwassell.eth,2023-01-08 17:27:11,"Los Angeles, CA",232,819,[]
28,1612135839995432960,"Coach Smart on Darnell Washington: ""We're hopeful to get Darnell ready to play....He really wants to...this game me… https://t.co/snUvhuVZU4",Anthony Dasher,2023-01-08 17:16:10,"Athens, Ga.",33122,1559,[]
29,1612135664610598914,RT @robertfranek: “The party that says it’s against cancel culture works hard to cancel elections and opposing votes. There isn’t a more eg…,Lanoka Lanikai,2023-01-08 22:05:36,Kauai,2182,2223,[]
30,1612135664610598914,RT @robertfranek: “The party that says it’s against cancel culture works hard to cancel elections and opposing votes. There isn’t a more eg…,Kay Scott,2023-01-08 22:04:13,,1447,3069,[]
31,1612135664610598914,RT @robertfranek: “The party that says it’s against cancel culture works hard to cancel elections and opposing votes. There isn’t a more eg…,Cecelia Vela-Bailey,2023-01-08 22:02:42,"Redondo Beach, CA",439,1825,[]
